,formula,classifier,rel_l2_distance,success,estimated_formula,training_time,iter
16,0.859*sin(0.268*x0 + 4.791),False,0.0013822235032173,False,0.018*x0**2 + 0.002*x0*sin(0.014*x0**2 + 0.006*x0 + 2.505) + 0.01*x0 + 0.159*sin(0.014*x0**2 + 0.006*x0 + 2.505)*sqrt(Abs(1.179*x0**2 + 0.007*x0 + 0.014)) - 1.641*sin(0.014*x0**2 + 0.006*x0 + 2.505) - 0.1*sqrt(Abs(1.179*x0**2 + 0.007*x0 + 0.014)) + 0.121,14.248615741729736,50
17,0.859*sin(0.268*x0 + 4.791),True,7.211670974518094e-08,True,0.859*sin(0.268*x0 - 1.492) - 7.69815393501811e-5,24.94323968887329,50
18,1.564 - 0.26*x0**2,False,1.3956456198082073e-07,True,1.564 - 0.26*x0**2,16.02764892578125,50
19,1.564 - 0.26*x0**2,True,7.471947980371708e-08,True,1.564 - 0.26*x0**2,5.365153551101685,50
20,3.579*x0**2 + 4.854,False,6.986696313556067e-08,True,3.579*x0**2 + 4.854,15.51742386817932,50
21,3.579*x0**2 + 4.854,True,6.98669793207263e-08,True,3.579*x0**2 + 4.854,3.2613987922668457,50
22,1.57*x0*sin(0.959*x0) + 3.464,False,0.4335753884558949,False,0.416*x0**2 + 0.752*x0*sin(0.231*x0**2 + 3.596*x0 - 5.424) + 0.07*x0*sqrt(Abs(-0.695*x0**2 + 0.247*x0 + 1.857)) - 0.443*x0 - 1.374*sin(0.231*x0**2 + 3.596*x0 - 5.424)*sqrt(Abs(-0.695*x0**2 + 0.247*x0 + 1.857)) + 1.35*sin(0.231*x0**2 + 3.596*x0 - 5.424) - 4.156*sqrt(Abs(-0.695*x0**2 + 0.247*x0 + 1.857)) + 7.759,9.480360507965088,50
23,1.57*x0*sin(0.959*x0) + 3.464,True,1.942823844713455e-07,True,1.57*x0*sin(0.959*x0) + 3.464,1.8123924732208248,50
24,6.206*x0*sin(0.412*x0**2) - 0.112593934117252*sin(0.412*x0**2)*sqrt(Abs(x0**2)),False,0.6654254067219092,False,-0.035*x0**2 - 4.544*x0*sin(0.408*x0**2 - 0.389*x0 + 0.279) + 0.254*x0*sqrt(Abs(0.052*x0**2 + 0.459*x0 - 0.283)) - 0.204*x0 + 0.01*sin(0.408*x0**2 - 0.389*x0 + 0.279)*sqrt(Abs(0.052*x0**2 + 0.459*x0 - 0.283)) + 0.243*sin(0.408*x0**2 - 0.389*x0 + 0.279) - 0.227*sqrt(Abs(0.052*x0**2 + 0.459*x0 - 0.283)) + 0.442,8.96491551399231,50
25,6.206*x0*sin(0.412*x0**2) - 0.112593934117252*sin(0.412*x0**2)*sqrt(Abs(x0**2)),True,0.0181371535679813,False,6.207*x0*sin(0.412*x0**2),7.617542505264282,50
26,-0.65*x0**2 - 3.033*x0*sin(-1.23*x0**2 + 3.012*x0 + 4.665),False,0.2982501160772196,False,-0.648*x0**2 + 1.482*x0*sin(1.131*x0**2 - 1.583*x0 + 3.057) - 0.01*x0*sqrt(Abs(-0.649*x0**2 + 1.1*x0 + 0.695)) + 0.027*x0 + 2.176*sin(1.131*x0**2 - 1.583*x0 + 3.057)*sqrt(Abs(-0.649*x0**2 + 1.1*x0 + 0.695)) - 1.213*sin(1.131*x0**2 - 1.583*x0 + 3.057) - 0.044*sqrt(Abs(-0.649*x0**2 + 1.1*x0 + 0.695)) + 0.114,9.557948350906372,50
27,-0.65*x0**2 - 3.033*x0*sin(-1.23*x0**2 + 3.012*x0 + 4.665),True,0.3531612049509706,False,-0.651*x0**2 - 1.366*x0*sin(-1.419*x0**2 + 0.134*x0 + 6.725),5.842324495315552,50
28,5.063*x0,False,5.3663999998152896e-08,True,5.063*x0,15.53564476966858,50
29,5.063*x0,True,4.4263026271536865e-08,True,5.063*x0,1.8748512268066408,50
30,-4.131*x0**2 + 3.055*x0,False,6.841030447640602e-08,True,-4.131*x0**2 + 3.055*x0,14.098196506500244,50
31,-4.131*x0**2 + 3.055*x0,True,6.841030426001033e-08,True,-4.131*x0**2 + 3.055*x0,3.292433738708496,50
32,-3.798*x0,False,2.0771583741396038e-07,True,-3.798*x0,16.459097146987915,50
33,-3.798*x0,True,4.3951350480647774e-08,True,-3.798*x0,1.9610607624053955,50
34,4.511*x0*sin(2.293*x0),False,0.552638122507495,False,0.086*x0**2 + 3.726*x0*sin(0.163*x0**2 - 0.192*x0 + 2.871) + 1.059*x0*sqrt(Abs(0.007*x0**2 + 0.021*x0 - 0.479)) - 0.486*x0 - 0.022*sin(0.163*x0**2 - 0.192*x0 + 2.871)*sqrt(Abs(0.007*x0**2 + 0.021*x0 - 0.479)) + 0.462*sin(0.163*x0**2 - 0.192*x0 + 2.871) - 0.618*sqrt(Abs(0.007*x0**2 + 0.021*x0 - 0.479)) - 0.474,8.969157934188843,50
35,4.511*x0*sin(2.293*x0),True,6.589652634926004e-07,True,4.511*x0*sin(2.293*x0),1.601482391357422,50
36,4.622*x0*sin(7.451*x0 - 0.343) - 3.283,False,0.813546787578108,False,-0.01*x0**2 - 2.568*x0*sin(0.439*x0**2 - 0.57*x0 + 1.377) + 0.026*x0*sqrt(Abs(0.282*x0**2 + 0.155*x0 + 0.109)) + 0.395*sin(0.439*x0**2 - 0.57*x0 + 1.377)*sqrt(Abs(0.282*x0**2 + 0.155*x0 + 0.109)) + 0.032*sin(0.439*x0**2 - 0.57*x0 + 1.377) - 0.726*sqrt(Abs(0.282*x0**2 + 0.155*x0 + 0.109)) - 0.689,9.01759386062622,50
37,4.622*x0*sin(7.451*x0 - 0.343) - 3.283,True,0.9817063594379282,False,-0.506*x0*sin(0.071*x0 - 0.129) - 2.105,5.434787034988403,50
38,-0.317*sin(-2.351*x0**2 + 1.448*x0 + 2.344) - 6.667,False,0.0320562351128805,False,-0.002*x0**2 + 0.001*x0*sqrt(Abs(-0.081*x0**2 + 0.004*x0 + 0.004)) - 0.002*x0 + 0.017*sin(0.07*x0**2 + 0.001) + 0.089*sqrt(Abs(-0.081*x0**2 + 0.004*x0 + 0.004)) - 6.761,9.744325399398804,50
39,-0.317*sin(-2.351*x0**2 + 1.448*x0 + 2.344) - 6.667,True,0.0324030990278533,False,0.056*sin(0.025*x0**2) - 6.713,8.219393730163574,50
0,1.467*x0*sin(5.534*x0) - 1.496*x0*sqrt(Abs(4.588*x0**2 - 4.297*x0 + 6.576)),False,0.0303324185435392,False,,,100
1,1.467*x0*sin(5.534*x0) - 1.496*x0*sqrt(Abs(4.588*x0**2 - 4.297*x0 + 6.576)),True,0.0418232201911257,False,,,100
2,3.22*sin(2.353*x0**2 + 2.933*x0 + 2.831) + 3.461,False,0.5071911777676112,False,,,100
3,3.22*sin(2.353*x0**2 + 2.933*x0 + 2.831) + 3.461,True,0.5266849362679717,False,,,100
4,-2.154*sin(3.248*x0**2) - 1.467,False,0.5022021957288721,False,,,100
5,-2.154*sin(3.248*x0**2) - 1.467,True,7.477194151372832e-06,True,,,100
6,5.409*sin(1.72*x0)*sqrt(Abs(0.084*x0 + 2.365)) - 3.842*sin(1.72*x0),False,0.9090707123381446,False,,,100
7,5.409*sin(1.72*x0)*sqrt(Abs(0.084*x0 + 2.365)) - 3.842*sin(1.72*x0),True,0.0018793024594468,False,,,100
8,-3.77*sin(0.577*x0)*sqrt(Abs(0.981*x0 - 2.192)),False,0.2667617534256929,False,,,100
9,-3.77*sin(0.577*x0)*sqrt(Abs(0.981*x0 - 2.192)),True,1.1064452247562197e-07,True,,,100
10,-0.067*x0*sin(0.964*x0) + 1.83104227012923*sin(0.964*x0)*sqrt(Abs(x0)),False,0.2656069824714891,False,,,100
11,-0.067*x0*sin(0.964*x0) + 1.83104227012923*sin(0.964*x0)*sqrt(Abs(x0)),True,0.0718777589002769,False,,,100
12,-0.351*x0*sin(1.645*x0**2) - 1.998*x0,False,2.431655569240457e-06,True,,,100
13,-0.351*x0*sin(1.645*x0**2) - 1.998*x0,True,7.837525567624061e-07,True,,,100
14,-0.951*x0*sin(3.437*x0**2 + 1.66*x0) + 3.811,False,0.5186836229151616,False,,,100
15,-0.951*x0*sin(3.437*x0**2 + 1.66*x0) + 3.811,True,0.552375067950806,False,,,100
16,0.859*sin(0.268*x0 + 4.791),False,0.0113339604176544,False,,,100
17,0.859*sin(0.268*x0 + 4.791),True,7.327195992289668e-06,True,,,100
18,1.564 - 0.26*x0**2,False,9.415006366719236e-08,True,,,100
19,1.564 - 0.26*x0**2,True,7.471948290607932e-08,True,,,100
20,3.579*x0**2 + 4.854,False,6.986697353749175e-08,True,,,100
21,3.579*x0**2 + 4.854,True,6.986697471402386e-08,True,,,100
22,1.57*x0*sin(0.959*x0) + 3.464,False,0.1138521440552915,False,,,100
23,1.57*x0*sin(0.959*x0) + 3.464,True,1.9449701068808333e-07,True,,,100
24,6.206*x0*sin(0.412*x0**2) - 0.112593934117252*sin(0.412*x0**2)*sqrt(Abs(x0**2)),False,0.3629842506200095,False,,,100
25,6.206*x0*sin(0.412*x0**2) - 0.112593934117252*sin(0.412*x0**2)*sqrt(Abs(x0**2)),True,0.0181964162996863,False,,,100
26,-0.65*x0**2 - 3.033*x0*sin(-1.23*x0**2 + 3.012*x0 + 4.665),False,0.3039472009498388,False,,,100
27,-0.65*x0**2 - 3.033*x0*sin(-1.23*x0**2 + 3.012*x0 + 4.665),True,0.353137734319506,False,,,100
28,5.063*x0,False,5.1803482374906363e-08,True,,,100
29,5.063*x0,True,4.426302627342501e-08,True,,,100
30,-4.131*x0**2 + 3.055*x0,False,6.881240404823935e-08,True,,,100
31,-4.131*x0**2 + 3.055*x0,True,6.841030466393753e-08,True,,,100
32,-3.798*x0,False,6.17990160023516e-08,True,,,100
33,-3.798*x0,True,4.3951352733697736e-08,True,,,100
34,4.511*x0*sin(2.293*x0),False,0.9217929462408936,False,,,100
35,4.511*x0*sin(2.293*x0),True,0.6764758650227071,False,,,100
36,4.622*x0*sin(7.451*x0 - 0.343) - 3.283,False,0.701764028833547,False,,,100
37,4.622*x0*sin(7.451*x0 - 0.343) - 3.283,True,0.9817065859783448,False,,,100
38,-0.317*sin(-2.351*x0**2 + 1.448*x0 + 2.344) - 6.667,False,0.0244119515357853,False,,,100
39,-0.317*sin(-2.351*x0**2 + 1.448*x0 + 2.344) - 6.667,True,0.0324034887451106,False,,,100
0,5.997*sin(1.462*x0 - 4.439)*sqrt(Abs(1.079*x0 + 1.332)),False,0.8544962117146263,False,,,100
1,5.997*sin(1.462*x0 - 4.439)*sqrt(Abs(1.079*x0 + 1.332)),True,3.612659859452252e-07,True,,,100
2,2.604*x0*sin(0.56*x0 + 2.795) + 3.827*x0,False,0.0195155772375561,False,,,100
3,2.604*x0*sin(0.56*x0 + 2.795) + 3.827*x0,True,3.508461629878547e-05,True,,,100
4,-1.375*x0,False,4.927377822977492e-08,True,,,100
5,-1.375*x0,True,3.3926299962121175e-08,True,,,100
6,-0.137*sin(7.051*x0**2 - 3.124*x0 + 2.104) + 0.203*sqrt(Abs(1.901*x0 + 0.553)),False,0.145114609034848,False,,,100
7,-0.137*sin(7.051*x0**2 - 3.124*x0 + 2.104) + 0.203*sqrt(Abs(1.901*x0 + 0.553)),True,0.1497160967318518,False,,,100
8,-3.907*x0*sin(5.384*x0**2) + 2.681*sin(5.384*x0**2)*sqrt(Abs(0.276*x0**2 + 2.406*x0 - 1.149)),False,0.9199336288243176,False,,,100
9,-3.907*x0*sin(5.384*x0**2) + 2.681*sin(5.384*x0**2)*sqrt(Abs(0.276*x0**2 + 2.406*x0 - 1.149)),True,0.481194227499357,False,,,100
10,-6.929*sin(2.451*x0**2 + 2.37*x0 + 4.415)*sqrt(Abs(2.486*x0 - 1.428)) - 1.873*sin(2.451*x0**2 + 2.37*x0 + 4.415),False,0.8241447833968649,False,,,100
11,-6.929*sin(2.451*x0**2 + 2.37*x0 + 4.415)*sqrt(Abs(2.486*x0 - 1.428)) - 1.873*sin(2.451*x0**2 + 2.37*x0 + 4.415),True,0.9423030438571114,False,,,100
12,2.952*x0**2 - 1.724*x0*sin(3.151*x0**2 + 0.204*x0 - 1.566),False,0.0512449148467546,False,,,100
13,2.952*x0**2 - 1.724*x0*sin(3.151*x0**2 + 0.204*x0 - 1.566),True,0.0515356615087067,False,,,100
14,0.184*x0,False,2.310803251754243e-07,True,,,100
15,0.184*x0,True,3.871506324644116e-08,True,,,100
16,-1.467*x0*sqrt(Abs(2.281*x0**2 - 2.23*x0)) + 2.744*sin(0.432*x0**2 - 0.264),False,8.621710789513239e-08,True,,,100
17,-1.467*x0*sqrt(Abs(2.281*x0**2 - 2.23*x0)) + 2.744*sin(0.432*x0**2 - 0.264),True,7.50315952790063e-08,True,,,100
18,-0.424*x0**2 + 0.609*x0*sin(1.261*x0**2 + 3.998*x0 + 1.09),False,0.1048582428125118,False,,,100
19,-0.424*x0**2 + 0.609*x0*sin(1.261*x0**2 + 3.998*x0 + 1.09),True,0.1085328090158374,False,,,100
20,5.56300000000000,False,1.4134796159059634e-08,True,,,100
21,5.56300000000000,True,1.0869382981463758,False,,,100
22,4.276*x0 + 2.025*sin(3.93*x0),False,0.0487795456714323,False,,,100
23,4.276*x0 + 2.025*sin(3.93*x0),True,0.057914760871798,False,,,100
24,0.653*x0,False,2.5079885048364368e-06,True,,,100
25,0.653*x0,True,4.135446697186572e-08,True,,,100
26,1.357*sin(4.072*x0**2 + 1.044),False,0.9109565431231348,False,,,100
27,1.357*sin(4.072*x0**2 + 1.044),True,1.0777569280989868e-05,True,,,100
28,-0.64*x0*sin(6.289*x0**2),False,0.9147545618360684,False,,,100
29,-0.64*x0*sin(6.289*x0**2),True,2.813459646213696e-05,True,,,100
30,-0.528*x0**2 - 0.601*sin(3.249*x0**2),False,0.0167399885402945,False,,,100
31,-0.528*x0**2 - 0.601*sin(3.249*x0**2),True,0.0167620184473144,False,,,100
32,-6.21*sin(1.577*x0**2 + 0.474*x0)*sqrt(Abs(1.442*x0**2 + 0.934*x0 + 1.045)) + 0.612*sin(1.577*x0**2 + 0.474*x0),False,0.6574424408367302,False,,,100
33,-6.21*sin(1.577*x0**2 + 0.474*x0)*sqrt(Abs(1.442*x0**2 + 0.934*x0 + 1.045)) + 0.612*sin(1.577*x0**2 + 0.474*x0),True,0.9639284473923166,False,,,100
34,5.072*sin(3.342*x0 - 4.031)*sqrt(Abs(0.539*x0**2 - 1.074*x0)),False,0.8882221724577688,False,,,100
35,5.072*sin(3.342*x0 - 4.031)*sqrt(Abs(0.539*x0**2 - 1.074*x0)),True,0.66049870614882,False,,,100
36,-3.653*sin(2.307*x0**2 - 2.944),False,0.8425482100346231,False,,,100
37,-3.653*sin(2.307*x0**2 - 2.944),True,7.378267241982668e-06,True,,,100
38,-3.00775414005201*x0*sqrt(Abs(x0**2)) - 2.751*sin(0.231*x0**2 - 1.3),False,8.191479458570295e-08,True,,,100
39,-3.00775414005201*x0*sqrt(Abs(x0**2)) - 2.751*sin(0.231*x0**2 - 1.3),True,7.461386560361212e-08,True,,,100
0,-0.646*sin(0.489*x0**2 - 0.335) - 1.402*sqrt(Abs(2.005*x0**2 + 0.162*x0 - 2.645)),False,0.0309928113240986,False,0.007*x0**2 - 0.001*x0*sin(0.488*x0**2 - 0.279) + 0.002*x0*sqrt(Abs(0.591*x0**2 + 0.014*x0 + 0.877)) - 0.021*x0 - 0.114*sin(0.488*x0**2 - 0.279)*sqrt(Abs(0.591*x0**2 + 0.014*x0 + 0.877)) + 0.002*sin(0.488*x0**2 - 0.279) - 2.841*sqrt(Abs(0.591*x0**2 + 0.014*x0 + 0.877)) + 1.493,19.348275184631348,100
1,-0.646*sin(0.489*x0**2 - 0.335) - 1.402*sqrt(Abs(2.005*x0**2 + 0.162*x0 - 2.645)),True,8.808770767807115e-08,True,-0.646*sin(0.489*x0**2 - 0.335) - 2.632*sqrt(Abs(0.569*x0**2 + 0.046*x0 - 0.751)),23.99100613594055,100
2,0.662*x0*sin(2.396*x0**2),False,0.3417612389792457,False,-0.004*x0**2 + 0.048*x0*sin(2.393*x0**2 - 0.191*x0 + 1.799) - 0.003*x0*sqrt(Abs(-0.873*x0**2 + 1.183*x0 + 2.413)) + 0.022*x0 + 0.809*sin(2.393*x0**2 - 0.191*x0 + 1.799)*sqrt(Abs(-0.873*x0**2 + 1.183*x0 + 2.413)) - 0.756*sin(2.393*x0**2 - 0.191*x0 + 1.799) + 0.041*sqrt(Abs(-0.873*x0**2 + 1.183*x0 + 2.413)) - 0.103,16.130125522613525,100
3,0.662*x0*sin(2.396*x0**2),True,0.9309050505966996,False,-0.258*x0*sin(5.84*x0**2),4.163051605224609,100
4,-2.814*x0*sin(1.989*x0**2 - 2.091*x0 + 3.974) + 1.703*sin(1.989*x0**2 - 2.091*x0 + 3.974),False,0.7474573675781607,False,-0.008*x0**2 + 1.53*x0*sin(-1.858*x0**2 + 0.214*x0 + 2.294) + 0.012*x0*sqrt(Abs(-0.889*x0**2 + 0.989*x0 + 0.36)) - 0.049*x0 + 1.121*sin(-1.858*x0**2 + 0.214*x0 + 2.294)*sqrt(Abs(-0.889*x0**2 + 0.989*x0 + 0.36)) - 1.013*sin(-1.858*x0**2 + 0.214*x0 + 2.294) + 0.043*sqrt(Abs(-0.889*x0**2 + 0.989*x0 + 0.36)) + 0.049,18.00713038444519,100
5,-2.814*x0*sin(1.989*x0**2 - 2.091*x0 + 3.974) + 1.703*sin(1.989*x0**2 - 2.091*x0 + 3.974),True,0.7199674735735475,False,0.954*x0*sin(-1.907*x0**2 + 0.874*x0 + 0.265) + 2.258*sin(-1.907*x0**2 + 0.874*x0 + 0.265)*sqrt(Abs(-0.734*x0**2 + 0.158*x0 + 1.605)) - 2.675*sin(-1.907*x0**2 + 0.874*x0 + 0.265),16.882808446884155,100
6,-4.552*x0 + 4.581*sin(-5.523*x0**2 + 3.47*x0 + 0.942),False,0.1195747625277003,False,-0.002*x0**2 - 0.14*x0*sin(1.882*x0**2 - 0.008*x0) + 0.0143310502057595*x0*sqrt(Abs(x0**2)) - 4.693*x0 - 0.0143310502057595*sin(1.882*x0**2 - 0.008*x0)*sqrt(Abs(x0**2)) + 0.014,23.044094800949097,100
7,-4.552*x0 + 4.581*sin(-5.523*x0**2 + 3.47*x0 + 0.942),True,0.1199893077590534,False,-4.585*x0 + 0.764*sin(-0.695*x0**2 + 0.136*x0 + 0.679),15.211151599884031,100
8,0.944*x0*sin(2.042*x0**2 + 5.451*x0 + 3.97) + 0.548*x0,False,0.6012709325489264,False,0.02*x0**2 + 0.46*x0*sin(-1.685*x0**2 + 0.041*x0 + 0.88) + 0.007*x0*sqrt(Abs(0.142*x0**2 + 0.563*x0 - 0.477)) + 0.581*x0 - 1.954*sin(-1.685*x0**2 + 0.041*x0 + 0.88)*sqrt(Abs(0.142*x0**2 + 0.563*x0 - 0.477)) + 1.406*sin(-1.685*x0**2 + 0.041*x0 + 0.88) - 0.403*sqrt(Abs(0.142*x0**2 + 0.563*x0 - 0.477)) - 0.144,16.271134853363037,100
9,0.944*x0*sin(2.042*x0**2 + 5.451*x0 + 3.97) + 0.548*x0,True,0.6871632690164124,False,-0.442*x0*sin(1.722*x0**2 - 0.113*x0 + 2.162) + 0.559*x0,9.669431447982788,100
10,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),False,6.784577717193077e-08,True,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),27.797146320343018,100
11,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),True,6.882272591175067e-08,True,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),27.42838835716248,100
12,4.771*x0**2 + 0.831*sin(-0.744*x0**2 + 0.859*x0 + 1.292),False,0.0028132843199387,False,4.771*x0**2,25.19150137901306,100
13,4.771*x0**2 + 0.831*sin(-0.744*x0**2 + 0.859*x0 + 1.292),True,0.0028132843197243,False,4.771*x0**2,15.68587589263916,100
14,-0.07*x0*sin(3.961*x0**2 - 0.584),False,0.8928006680630943,False,0.002*x0**2 - 0.008*x0*sin(-0.409*x0**2 + 1.395*x0 + 4.063) + 0.036*x0*sqrt(Abs(-0.049*x0**2 + 0.257*x0 + 1.101)) - 0.042*x0 + 0.193*sin(-0.409*x0**2 + 1.395*x0 + 4.063)*sqrt(Abs(-0.049*x0**2 + 0.257*x0 + 1.101)) - 0.186*sin(-0.409*x0**2 + 1.395*x0 + 4.063) + 0.194*sqrt(Abs(-0.049*x0**2 + 0.257*x0 + 1.101)) - 0.208,17.733647108078003,100
15,-0.07*x0*sin(3.961*x0**2 - 0.584),True,1.557823791660537e-05,True,-0.07*x0*sin(3.961*x0**2 + 5.699),9.516451120376589,100
16,4.126 - 0.441*sin(1.653*x0),False,0.0001095132290896,False,4.126 - 0.441*sin(1.653*x0 + 0.001),22.02927541732788,100
17,4.126 - 0.441*sin(1.653*x0),True,3.8299710346709126e-08,True,4.126 - 0.441*sin(1.653*x0),6.470592737197876,100
18,3.87200000000000,False,3.1876579341461334e-07,True,3.87200000000000,30.33062720298767,100
19,3.87200000000000,True,0.0,True,3.87200000000000,9.443077564239502,100
20,-4.552*x0*sin(2.429*x0**2 - 1.634*x0 + 1.587),False,0.7067536905146397,False,0.014*x0**2 + 1.838*x0*sin(2.51*x0**2 - 0.513*x0 + 1.948) + 0.01*x0*sqrt(Abs(-0.901*x0**2 + 0.182*x0 + 2.0)) - 0.036*x0 - 2.606*sin(2.51*x0**2 - 0.513*x0 + 1.948)*sqrt(Abs(-0.901*x0**2 + 0.182*x0 + 2.0)) + 0.145*sin(2.51*x0**2 - 0.513*x0 + 1.948) - 0.043*sqrt(Abs(-0.901*x0**2 + 0.182*x0 + 2.0)) - 0.069,18.872700214385983,100
21,-4.552*x0*sin(2.429*x0**2 - 1.634*x0 + 1.587),True,0.8388633743927072,False,-2.445*x0*sin(2.537*x0**2 + 0.058*x0 - 4.591),12.973722219467165,100
22,0.149*x0*sin(2.412*x0**2) + 0.857*x0*sqrt(Abs(6.27*x0**2 + 0.665*x0 + 1.359)),False,0.0066613981517722,False,0.002*x0**2 + 2.063*x0*sqrt(Abs(1.076*x0**2 + 0.026*x0)) + 0.07*x0 + 0.064*sqrt(Abs(1.076*x0**2 + 0.026*x0)),18.5496244430542,100
23,0.149*x0*sin(2.412*x0**2) + 0.857*x0*sqrt(Abs(6.27*x0**2 + 0.665*x0 + 1.359)),True,0.0066595506078347,False,2.235*x0*sqrt(Abs(0.922*x0**2 + 0.095*x0 + 0.1)),21.69292902946472,100
24,-0.862*x0**2,False,6.92623638461768e-08,True,-0.862*x0**2,31.00826501846313,100
25,-0.862*x0**2,True,6.923810936550267e-08,True,-0.862*x0**2,5.313374757766724,100
26,-2.979*sin(2.163*x0**2 + 2.653*x0),False,0.8762194155065969,False,0.001*x0**2 - 0.039*x0*sin(1.986*x0**2 - 0.337*x0 + 0.316) + 0.005*x0 - 1.839*sin(1.986*x0**2 - 0.337*x0 + 0.316)*sqrt(Abs(-0.068*x0**2 + 0.44*x0 + 0.381)) + 2.181*sin(1.986*x0**2 - 0.337*x0 + 0.316) + 0.053*sqrt(Abs(-0.068*x0**2 + 0.44*x0 + 0.381)) - 0.176,14.82114577293396,100
27,-2.979*sin(2.163*x0**2 + 2.653*x0),True,0.9602700937274292,False,0.81*sin(1.804*x0**2 - 3.051*x0),6.418329000473023,100
28,-2.817*x0 - 0.053*sin(0.663*x0**2 + 1.818*x0 + 4.182),False,0.0021888912020549,False,0.003*x0*sqrt(Abs(0.001*x0 - 0.002)) - 2.817*x0 + 0.007,24.94708490371704,100
29,-2.817*x0 - 0.053*sin(0.663*x0**2 + 1.818*x0 + 4.182),True,0.0022071667054172,False,-2.817*x0,20.173673152923584,100
30,-0.772*x0**2 + 0.333*x0*sin(2.938*x0**2 + 2.245*x0),False,0.0231264127743204,False,-0.774*x0**2 - 0.246*x0*sin(2.922*x0**2 + 1.86*x0 + 1.089) - 0.042*x0*sqrt(Abs(0.002*x0 - 0.022)) - 0.007*sin(2.922*x0**2 + 1.86*x0 + 1.089)*sqrt(Abs(0.002*x0 - 0.022)) + 0.373*sin(2.922*x0**2 + 1.86*x0 + 1.089) + 0.018*sqrt(Abs(0.002*x0 - 0.022)) - 0.001,24.551746606826782,100
31,-0.772*x0**2 + 0.333*x0*sin(2.938*x0**2 + 2.245*x0),True,0.0377877181941878,False,-0.774*x0**2 + 0.098*x0*sin(0.402*x0**2 + 0.074*x0 - 0.002),15.869853734970093,100
32,1.076*sin(0.189*x0),False,0.0002874730093767,False,0.014*x0*sin(-0.002*x0**2 + 0.226*x0 + 0.118) - 0.02*x0*sqrt(Abs(0.041*x0**2 + 0.095*x0)) + 0.092*x0 + 0.073*sin(-0.002*x0**2 + 0.226*x0 + 0.118)*sqrt(Abs(0.041*x0**2 + 0.095*x0)) + 0.488*sin(-0.002*x0**2 + 0.226*x0 + 0.118) - 0.009*sqrt(Abs(0.041*x0**2 + 0.095*x0)) - 0.057,31.571208715438843,100
33,1.076*sin(0.189*x0),True,3.958806257498061e-08,True,1.076*sin(0.189*x0),7.877834320068359,100
34,1.474*sin(0.659*x0**2 + 3.231),False,0.5017560575553932,False,-0.006*x0**2 - 0.11*x0*sin(0.671*x0**2 + 0.075*x0 + 3.128) - 0.03*x0*sqrt(Abs(0.013*x0**2 - 0.091*x0 + 0.127)) + 0.087*x0 - 0.844*sin(0.671*x0**2 + 0.075*x0 + 3.128)*sqrt(Abs(0.013*x0**2 - 0.091*x0 + 0.127)) + 1.687*sin(0.671*x0**2 + 0.075*x0 + 3.128) + 0.807*sqrt(Abs(0.013*x0**2 - 0.091*x0 + 0.127)) - 0.416,16.18460750579834,100
35,1.474*sin(0.659*x0**2 + 3.231),True,1.7890526589060755e-06,True,-1.474*sin(0.659*x0**2 + 0.09),11.077611684799194,100
36,-1.23500000000000,False,1.6346760470917132e-06,True,-1.23499200008533,31.75969433784485,100
37,-1.23500000000000,True,0.0,True,-1.23500000000000,8.021343231201172,100
38,-3.16*x0*sin(4.709*x0) + 1.148*x0,False,0.6875130276138159,False,-0.099*x0**2 - 1.925*x0*sin(0.279*x0**2 - 0.544*x0 + 5.429) + 0.015*x0*sqrt(Abs(1.166*x0**2 + 0.062*x0 - 0.291)) + 1.058*x0 + 0.25*sin(0.279*x0**2 - 0.544*x0 + 5.429)*sqrt(Abs(1.166*x0**2 + 0.062*x0 - 0.291)) + 0.003*sin(0.279*x0**2 - 0.544*x0 + 5.429) + 0.604*sqrt(Abs(1.166*x0**2 + 0.062*x0 - 0.291)) - 0.344,20.419574737548828,100
39,-3.16*x0*sin(4.709*x0) + 1.148*x0,True,0.5826416151098439,False,2.345*x0*sin(4.318*x0) + 1.121*x0,2.925959825515747,100
40,4.25*sin(2.589*x0 - 2.635),False,0.9312829817492182,False,0.003*x0**2 - 0.362*x0*sin(1.204*x0**2 + 1.931*x0 - 0.051) - 0.087*x0*sqrt(Abs(0.079*x0**2 + 0.824*x0 + 0.754)) + 0.091*x0 + 2.306*sin(1.204*x0**2 + 1.931*x0 - 0.051)*sqrt(Abs(0.079*x0**2 + 0.824*x0 + 0.754)) - 4.719*sin(1.204*x0**2 + 1.931*x0 - 0.051) + 0.726*sqrt(Abs(0.079*x0**2 + 0.824*x0 + 0.754)) - 0.932,15.616852521896362,100
41,4.25*sin(2.589*x0 - 2.635),True,0.9958254583816768,False,0.363*sin(1.473*x0 + 0.299),10.298635244369509,100
